id;premium;name;department;has_test;response_letter_required;area;salary;type;address;response_url;sort_point_distance;employer;published_at;created_at;archived;apply_alternate_url;insider_interview;url;alternate_url;relations;snippet;contacts
31236364;False;Computer Vision / Deep Learning Engineer;;False;False;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};{'from': 2500, 'to': 6000, 'currency': 'USD', 'gross': True};{'id': 'open', 'name': 'Открытая'};;;;{'id': '4038613', 'name': 'Saifer', 'url': 'https://api.hh.ru/employers/4038613', 'alternate_url': 'https://hh.ru/employer/4038613', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4038613', 'trusted': True};2019-05-21T22:33:42+0300;2019-05-21T22:33:42+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=31236364;;https://api.hh.ru/vacancies/31236364?host=hh.ru;https://hh.ru/vacancy/31236364;[];{'requirement': 'Conversational level of English. ADDITIONAL INFORMATION: Previous experience in <highlighttext>computer</highlighttext> <highlighttext>vision</highlighttext> (e.g. OpenCV projects) is a plus. ', 'responsibility': None};{'name': 'Saifer HR department', 'email': 'info@saifer.ai', 'phones': []}
31618692;False;Senior Computer Vision Specialist;;False;False;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};{'from': 215000, 'to': 260000, 'currency': 'RUR', 'gross': True};{'id': 'open', 'name': 'Открытая'};;;;{'id': '4038613', 'name': 'Saifer', 'url': 'https://api.hh.ru/employers/4038613', 'alternate_url': 'https://hh.ru/employer/4038613', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4038613', 'trusted': True};2019-05-23T01:18:51+0300;2019-05-23T01:18:51+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=31618692;;https://api.hh.ru/vacancies/31618692?host=hh.ru;https://hh.ru/vacancy/31618692;[];{'requirement': 'Experience with C++ and (real-time) Linux. - Conversational level of English.', 'responsibility': 'Matlab/Simulink Experience with Camera, Radar, Lidar Data <highlighttext>Computer</highlighttext> <highlighttext>Vision</highlighttext> (<highlighttext>algorithms</highlighttext> for 3D reconstruction, object detection, avoidance of obstacles...'};
30251073;False;Старший/ведущий научный сотрудник сектора НИОКР;;False;True;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};{'from': 50000, 'to': 60000, 'currency': 'RUR', 'gross': False};{'id': 'open', 'name': 'Открытая'};{'city': 'Санкт-Петербург', 'street': 'Домостроительная улица', 'building': '16', 'description': None, 'lat': 60.072695, 'lng': 30.373199, 'raw': 'Санкт-Петербург, ул. Домостроительная, д.16', 'metro': {'station_name': 'Парнас', 'line_name': 'Московско-Петроградская', 'station_id': '15.209', 'line_id': '15', 'lat': 60.06699, 'lng': 30.333839}, 'metro_stations': [{'station_name': 'Парнас', 'line_name': 'Московско-Петроградская', 'station_id': '15.209', 'line_id': '15', 'lat': 60.06699, 'lng': 30.333839}], 'id': '360164'};;;{'id': '128982', 'name': 'Тидекс ( Tydex )', 'url': 'https://api.hh.ru/employers/128982', 'alternate_url': 'https://hh.ru/employer/128982', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/713144.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/204268.JPG', '240': 'https://hhcdn.ru/employer-logo/713145.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=128982', 'trusted': True};2019-05-23T12:56:02+0300;2019-05-23T12:56:02+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=30251073;;https://api.hh.ru/vacancies/30251073?host=hh.ru;https://hh.ru/vacancy/30251073;[];{'requirement': 'Обязательные требования: Высшее образование (только физические или физико-технические специальности). Опыт <highlighttext>НИОКР</highlighttext> не менее 5 лет. Опыт проведения испытаний приборов...', 'responsibility': 'Проведение работ по разработке опытных образцов электро- и акусто-оптических устройств на основе анизотропных кристаллов для внедрения их в собственное...'};{'name': 'Цибизов Иван Андреевич', 'email': 'tzi@tydex.ru', 'phones': [{'comment': 'доб. 130', 'city': '812', 'number': '3318702', 'country': '7'}]}
30312762;False;Научный сотрудник;;False;False;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};{'from': 55000, 'to': None, 'currency': 'RUR', 'gross': False};{'id': 'open', 'name': 'Открытая'};{'city': 'Санкт-Петербург', 'street': 'дорога в Каменку', 'building': None, 'description': None, 'lat': 60.057815, 'lng': 30.24208, 'raw': None, 'metro': {'station_name': 'Проспект Просвещения', 'line_name': 'Московско-Петроградская', 'station_id': '15.210', 'line_id': '15', 'lat': 60.051456, 'lng': 30.332544}, 'metro_stations': [{'station_name': 'Проспект Просвещения', 'line_name': 'Московско-Петроградская', 'station_id': '15.210', 'line_id': '15', 'lat': 60.051456, 'lng': 30.332544}], 'id': '641731'};;;{'id': '654889', 'name': 'Витал', 'url': 'https://api.hh.ru/employers/654889', 'alternate_url': 'https://hh.ru/employer/654889', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=654889', 'trusted': True};2019-05-24T09:17:20+0300;2019-05-24T09:17:20+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=30312762;;https://api.hh.ru/vacancies/30312762?host=hh.ru;https://hh.ru/vacancy/30312762;[];{'requirement': 'Высшее профессиональное образование (биология, химия, медицина). Опыт работы по специальности не менее 5 лет, желательно наличие ученой степени. ', 'responsibility': 'Разработка и усовершенствование наборов для биохимической диагностики. Поиск и анализ научной литературы, научно-технической информации. Проведение и описание исследований, экспериментов...'};{'name': 'Лаврова Марина', 'email': 'lavrova505@yandex.ru', 'phones': [{'comment': '+7-981-891-21-94', 'city': '812', 'number': '7021086', 'country': '7'}]}
31594929;False;Специалист по компьютерному зрению;;False;False;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};{'from': 75000, 'to': None, 'currency': 'RUR', 'gross': True};{'id': 'open', 'name': 'Открытая'};{'city': 'Санкт-Петербург', 'street': 'проспект Динамо', 'building': '44А', 'description': None, 'lat': 59.968254, 'lng': 30.26541, 'raw': None, 'metro': {'station_name': 'Крестовский остров', 'line_name': 'Фрунзенско-Приморская', 'station_id': '18.247', 'line_id': '18', 'lat': 59.971821, 'lng': 30.259436}, 'metro_stations': [{'station_name': 'Крестовский остров', 'line_name': 'Фрунзенско-Приморская', 'station_id': '18.247', 'line_id': '18', 'lat': 59.971821, 'lng': 30.259436}], 'id': '2367094'};;;{'id': '3913696', 'name': 'Новые Решения', 'url': 'https://api.hh.ru/employers/3913696', 'alternate_url': 'https://hh.ru/employer/3913696', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/2944169.jpeg', '90': 'https://hhcdn.ru/employer-logo/2944168.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/625754.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3913696', 'trusted': True};2019-05-21T22:38:56+0300;2019-05-21T22:38:56+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=31594929;;https://api.hh.ru/vacancies/31594929?host=hh.ru;https://hh.ru/vacancy/31594929;[];{'requirement': 'Способность разрабатывать сложные вычислительные <highlighttext>алгоритмы</highlighttext>. Большим плюсом будет опыт внедрения элементов <highlighttext>компьютерного</highlighttext> <highlighttext>зрения</highlighttext> на мобильных платформах (Android/iOS). ', 'responsibility': 'Организация и проведение исследований, поиск возможностей по улучшению текущих <highlighttext>алгоритмов</highlighttext>. Ведение проектной и технической документации. Освоение при необходимости новых технологий...'};
31628120;False;Алгоритмист/программист (С++);;False;False;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};{'from': 100000, 'to': 100000, 'currency': 'RUR', 'gross': False};{'id': 'open', 'name': 'Открытая'};{'city': None, 'street': None, 'building': None, 'description': None, 'lat': None, 'lng': None, 'raw': 'Майков переулок дом 8', 'metro': None, 'metro_stations': [], 'id': '279617'};;;{'id': '1294104', 'name': 'НТЦ Электрозонд', 'url': 'https://api.hh.ru/employers/1294104', 'alternate_url': 'https://hh.ru/employer/1294104', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/906950.png', '240': 'https://hhcdn.ru/employer-logo/906951.png', 'original': 'https://hhcdn.ru/employer-logo-original/45657.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1294104', 'trusted': True};2019-05-23T12:00:37+0300;2019-05-23T12:00:37+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=31628120;;https://api.hh.ru/vacancies/31628120?host=hh.ru;https://hh.ru/vacancy/31628120;[];{'requirement': 'Английского на уровне чтения технической документации. Опыт разработки <highlighttext>алгоритмов</highlighttext> с большим объемом математических расчетов. Опыт оптимизации <highlighttext>алгоритмов</highlighttext> по скорости/объему...', 'responsibility': 'Разработку специального ПО для систем обнаружения под ОС семейства Linux. Разработку математических моделей, прототипирование <highlighttext>алгоритмов</highlighttext>. Реализацию <highlighttext>алгоритмов</highlighttext> логики приложений и...'};
31263860;False;Computer Vision Engineer;;False;False;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};{'from': 200000, 'to': 250000, 'currency': 'RUR', 'gross': True};{'id': 'open', 'name': 'Открытая'};;;;{'id': '1865053', 'name': 'Имиджайз Девелопмент Групп', 'url': 'https://api.hh.ru/employers/1865053', 'alternate_url': 'https://hh.ru/employer/1865053', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/1537046.png', 'original': 'https://hhcdn.ru/employer-logo-original/273629.png', '240': 'https://hhcdn.ru/employer-logo/1537047.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1865053', 'trusted': True};2019-04-26T13:15:04+0300;2019-04-26T13:15:04+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=31263860;;https://api.hh.ru/vacancies/31263860?host=hh.ru;https://hh.ru/vacancy/31263860;[];"{'requirement': 'Опыт работы с OpenCV. Знание Python. Опыт в области <highlighttext>Deep</highlighttext> <highlighttext>Learning</highlighttext>; Feature Based, Direct &amp; Hybrid Methods. Знание библиотек: TensorFlow, scikit...', 'responsibility': '...задач в области <highlighttext>компьютерного</highlighttext> <highlighttext>зрения</highlighttext>. Разработка ПО под Linux и для интеграции на мобильные платформы. Оценка эффективности и оптимизация <highlighttext>алгоритмов</highlighttext>.'}";
31222164;False;Разработчик в области компьютерного зрения (computer vision);;False;False;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};{'from': 120000, 'to': None, 'currency': 'RUR', 'gross': True};{'id': 'open', 'name': 'Открытая'};;;;{'id': '3507672', 'name': 'M-soft', 'url': 'https://api.hh.ru/employers/3507672', 'alternate_url': 'https://hh.ru/employer/3507672', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/2632422.png', '90': 'https://hhcdn.ru/employer-logo/2632421.png', 'original': 'https://hhcdn.ru/employer-logo-original/547737.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3507672', 'trusted': True};2019-04-24T10:08:43+0300;2019-04-24T10:08:43+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=31222164;;https://api.hh.ru/vacancies/31222164?host=hh.ru;https://hh.ru/vacancy/31222164;[];{'requirement': 'Обработка изображений и видео, <highlighttext>компьютерное</highlighttext> <highlighttext>зрение</highlighttext>, распознавание текста, символов и объектов. Опыт работы с OpenCV и другими системами/модулями по...', 'responsibility': '...реализация различных <highlighttext>алгоритмов</highlighttext> модификации видео и изображений (imprinting, PTAM, alternate reality и т.д.). Разработка и реализация прикладных <highlighttext>алгоритмов</highlighttext> по...'};
31548078;False;Автор работ по теории алгоритмов;;False;False;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};{'from': None, 'to': 90000, 'currency': 'RUR', 'gross': False};{'id': 'open', 'name': 'Открытая'};;;;{'id': '11463', 'name': 'Homework', 'url': 'https://api.hh.ru/employers/11463', 'alternate_url': 'https://hh.ru/employer/11463', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/312040.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/229592.jpg', '240': 'https://hhcdn.ru/employer-logo/384897.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=11463', 'trusted': True};2019-05-20T10:39:20+0300;2019-05-20T10:39:20+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=31548078;;https://api.hh.ru/vacancies/31548078?host=hh.ru;https://hh.ru/vacancy/31548078;[];{'requirement': 'Высшее образование (наличие ученой степени или звания - желательно). Опыт написания работ, или опыт преподавания в учебных заведениях будет Вашим преимуществом. ', 'responsibility': None};
31501934;False;Научный сотрудник;;False;False;{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'};{'from': 60000, 'to': None, 'currency': 'RUR', 'gross': True};{'id': 'open', 'name': 'Открытая'};{'city': 'Санкт-Петербург', 'street': 'Бумажная улица', 'building': '17', 'description': None, 'lat': 59.906684, 'lng': 30.268581, 'raw': None, 'metro': {'station_name': 'Нарвская', 'line_name': 'Кировско-Выборгская', 'station_id': '14.204', 'line_id': '14', 'lat': 59.901218, 'lng': 30.274908}, 'metro_stations': [{'station_name': 'Нарвская', 'line_name': 'Кировско-Выборгская', 'station_id': '14.204', 'line_id': '14', 'lat': 59.901218, 'lng': 30.274908}], 'id': '528974'};;;{'id': '797822', 'name': 'Фрактал Био', 'url': 'https://api.hh.ru/employers/797822', 'alternate_url': 'https://hh.ru/employer/797822', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/136278.png', '240': 'https://hhcdn.ru/employer-logo/974730.png', '90': 'https://hhcdn.ru/employer-logo/974729.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=797822', 'trusted': True};2019-05-16T13:01:39+0300;2019-05-16T13:01:39+0300;False;https://hh.ru/applicant/vacancy_response?vacancyId=31501934;;https://api.hh.ru/vacancies/31501934?host=hh.ru;https://hh.ru/vacancy/31501934;[];"{'requirement': 'Высшее профильное образование (биология, биохимия, биофизика). Желание заниматься экспериментальной деятельностью и осваивать новые методы. Степень кандидата наук будет преимуществом. ', 'responsibility': 'Разработка и усовершенствование тест-систем на основе &quot;real-time&quot; ПЦР. Участие в других НИОКОР, проводимых компанией. Поиск и анализ научной...'}";{'name': 'Нина Владимировна', 'email': 'Ka.nika@bk.ru', 'phones': [{'comment': None, 'city': '953', 'number': '3489311', 'country': '7'}]}
